Size,StraightTimePenalty,RotationPenalty,TotalCells,DeadEndCount,JunctionCount,Degree0Count,Degree1Count,Degree2Count,Degree3Count,Degree4Count,CorridorCellCount,CornerCellCount,CorridorSegmentCount,AverageCorridorLength,LongestStraightCorridor,DeadEndChainDepthAvg,DeadEndChainDepthMax,DeadEndChainCount,DeadEndChainTotal,DeadEndRatio,GoalDirectionOpenness,GoalAlignedEdges,TotalOpenEdges,OpenEdgeDensity,AverageBranchingFactor,BranchingFactorStd,ShortestPathLength,ShortestPathTurns,ReachableCellCount,BFS_TimeSeconds,BFS_VisitedNodes,BFS_ExpandedNodes,BFS_PathLength,BFS_PathTurns,BFS_PathCost,DFS_TimeSeconds,DFS_VisitedNodes,DFS_ExpandedNodes,DFS_PathLength,DFS_PathTurns,DFS_PathCost,Astar_TimeSeconds,Astar_VisitedNodes,Astar_ExpandedNodes,Astar_PathLength,Astar_PathTurns,Astar_PathCost
7,100,150,49,11,8,0,11,30,7,1,11,19,8,1.38,3,2.09,12,11,23,0.2245,0.5,48,96,0.4898,1.9592,0.6688,16,10,49,5.05,21,20,16,10,16,5.55,29,29,16,10,16,2.25,17,17,16,10,16
7,100,150,49,7,5,0,7,37,5,0,15,22,11,1.36,3,3.14,9,7,22,0.1429,0.5,48,96,0.4898,1.9592,0.4932,20,16,49,3.45,23,22,20,16,20,9.6,48,48,20,16,20,3.95,22,22,20,16,20
7,100,150,49,5,3,0,5,41,3,0,16,25,9,1.78,4,6.8,20,5,34,0.1020,0.5,48,96,0.4898,1.9592,0.4020,30,15,49,30.95,46,45,30,15,30,5.65,38,37,30,15,30,10.5,35,35,30,15,30
7,100,150,49,6,4,0,6,39,4,0,15,24,10,1.5,3,3.83,10,6,23,0.1224,0.5,48,96,0.4898,1.9592,0.4499,34,22,49,15.95,46,45,34,22,34,5.65,40,39,34,22,34,17,43,43,34,22,34
7,100,150,49,8,6,0,8,35,6,0,13,22,9,1.44,4,2.38,9,8,19,0.1633,0.5,48,96,0.4898,1.9592,0.5330,20,16,49,3.45,24,23,20,16,20,9.55,49,47,20,16,20,3.95,23,23,20,16,20
7,100,150,49,6,4,0,6,39,4,0,17,22,13,1.31,5,5.67,17,6,34,0.1224,0.5,48,96,0.4898,1.9592,0.4499,32,17,49,12.65,44,43,32,17,32,5.2,39,37,32,17,32,18.1,40,40,32,17,32
7,100,150,49,8,6,0,8,35,6,0,16,19,10,1.6,4,2.5,10,8,20,0.1633,0.5,48,96,0.4898,1.9592,0.5330,16,10,49,4,21,20,16,10,16,2.7,20,19,16,10,16,2.75,18,18,16,10,16
7,100,150,49,7,5,0,7,37,5,0,15,22,11,1.36,2,3.86,9,7,27,0.1429,0.5,48,96,0.4898,1.9592,0.4932,26,17,49,17.1,40,39,26,17,26,7.05,43,41,26,17,26,19.1,36,36,26,17,26
7,100,150,49,5,3,0,5,41,3,0,16,25,8,2,4,7,15,5,35,0.1020,0.5,48,96,0.4898,1.9592,0.4020,16,7,49,2.1,18,17,16,7,16,10.75,49,49,16,7,16,2.1,17,17,16,7,16
7,100,150,49,7,5,0,7,37,5,0,17,20,13,1.31,2,2.57,6,7,18,0.1429,0.5,48,96,0.4898,1.9592,0.4932,20,12,49,3.75,24,23,20,12,20,9.9,49,49,20,12,20,4.15,22,22,20,12,20
7,100,150,49,6,4,0,6,39,4,0,18,21,13,1.38,3,4,9,6,24,0.1224,0.5,48,96,0.4898,1.9592,0.4499,24,12,49,5.6,30,29,24,12,24,8.4,46,45,24,12,24,5.15,27,27,24,12,24
7,100,150,49,7,5,0,7,37,5,0,11,26,10,1.1,2,4,12,7,28,0.1429,0.5,48,96,0.4898,1.9592,0.4932,14,9,49,2.5,17,16,14,9,14,5.7,29,29,14,9,14,2,15,15,14,9,14
7,100,150,49,7,5,0,7,37,5,0,17,20,13,1.31,3,5.29,22,7,37,0.1429,0.5,48,96,0.4898,1.9592,0.4932,32,21,49,18,46,44,32,21,32,6.2,42,41,32,21,32,9.2,37,37,32,21,32
7,100,150,49,5,3,0,5,41,3,0,18,23,13,1.38,3,3.8,12,5,19,0.1020,0.5,48,96,0.4898,1.9592,0.4020,42,25,49,6.95,47,46,42,25,42,6.1,46,45,42,25,42,6.7,45,45,42,25,42
7,100,150,49,9,7,0,9,33,7,0,15,18,12,1.25,2,2.89,12,9,26,0.1837,0.5,48,96,0.4898,1.9592,0.5700,30,16,49,11.9,43,42,30,16,30,7.25,45,43,30,16,30,11.15,38,38,30,16,30
7,100,150,49,7,5,0,7,37,5,0,16,21,11,1.45,3,4.43,15,7,31,0.1429,0.5,48,96,0.4898,1.9592,0.4932,34,20,49,16.9,48,47,34,20,34,7.35,47,46,34,20,34,12,41,41,34,20,34
7,100,150,49,7,5,0,7,37,5,0,10,27,9,1.11,2,4.14,17,7,29,0.1429,0.5,48,96,0.4898,1.9592,0.4932,22,17,49,8.45,30,28,22,17,22,4.65,30,29,22,17,22,3.7,24,24,22,17,22
7,100,150,49,5,3,0,5,41,3,0,18,23,11,1.64,4,7.8,16,5,39,0.1020,0.5,48,96,0.4898,1.9592,0.4020,22,13,49,11,33,30,22,13,22,6.2,36,35,22,13,22,3.9,24,24,22,13,22
7,100,150,49,6,4,0,6,39,4,0,16,23,7,2.29,5,4.67,15,6,28,0.1224,0.5,48,96,0.4898,1.9592,0.4499,16,9,49,2.2,18,17,16,9,16,9.3,43,43,16,9,16,2.2,17,17,16,9,16
7,100,150,49,8,6,0,8,35,6,0,15,20,11,1.36,2,3,8,8,24,0.1633,0.5,48,96,0.4898,1.9592,0.5330,32,19,49,17.15,48,47,32,19,32,5.8,42,39,32,19,32,22.3,44,44,32,19,32
7,100,150,49,5,3,0,5,41,3,0,16,25,9,1.78,5,6,12,5,30,0.1020,0.5,48,96,0.4898,1.9592,0.4020,22,12,49,15.1,33,32,22,12,22,8.55,44,43,22,12,22,15.35,29,29,22,12,22
7,100,150,49,7,5,0,7,37,5,0,17,20,7,2.43,5,4.71,15,7,33,0.1429,0.5,48,96,0.4898,1.9592,0.4932,30,15,49,58.8,49,49,30,15,30,8.5,49,48,30,15,30,21.4,40,40,30,15,30
7,100,150,49,8,6,0,8,35,6,0,13,22,9,1.44,3,3.38,11,8,27,0.1633,0.5,48,96,0.4898,1.9592,0.5330,12,9,49,2.05,15,14,12,9,12,1.8,14,13,12,9,12,1.8,13,13,12,9,12
7,100,150,49,7,5,0,7,37,5,0,21,16,9,2.33,4,3.43,11,7,24,0.1429,0.5,48,96,0.4898,1.9592,0.4932,12,3,49,1.75,15,14,12,3,12,1.5,14,13,12,3,12,1.5,13,13,12,3,12
7,100,150,49,9,7,0,9,33,7,0,12,21,11,1.09,2,1.89,4,9,17,0.1837,0.5,48,96,0.4898,1.9592,0.5700,28,18,49,7.35,36,35,28,18,28,4.65,34,32,28,18,28,8.05,33,33,28,18,28
7,100,150,49,6,4,0,6,39,4,0,11,28,8,1.38,3,4,9,6,24,0.1224,0.5,48,96,0.4898,1.9592,0.4499,36,25,49,18.2,48,48,36,25,36,6.6,45,43,36,25,36,9,44,44,36,25,36
7,100,150,49,5,3,0,5,41,3,0,17,24,11,1.55,4,8.2,31,5,41,0.1020,0.5,48,96,0.4898,1.9592,0.4020,40,24,49,10.55,48,48,40,24,40,6,46,44,40,24,40,11.05,45,45,40,24,40
7,100,150,49,9,7,0,9,33,7,0,11,22,10,1.1,2,2.89,11,9,26,0.1837,0.5,48,96,0.4898,1.9592,0.5700,26,20,49,5.6,33,32,26,20,26,4.25,32,29,26,20,26,6.8,31,31,26,20,26
7,100,150,49,9,7,0,9,33,7,0,13,20,10,1.3,2,2.56,7,9,23,0.1837,0.5,48,96,0.4898,1.9592,0.5700,20,13,49,6.85,28,27,20,13,20,8.9,45,44,20,13,20,9.8,25,25,20,13,20
7,100,150,49,8,6,0,8,35,6,0,17,18,14,1.21,2,3.63,10,8,29,0.1633,0.5,48,96,0.4898,1.9592,0.5330,20,10,49,15.95,34,33,20,10,20,4.9,31,30,20,10,20,6.25,24,24,20,10,20
7,100,150,49,6,4,0,6,39,4,0,14,25,9,1.56,4,4.83,21,6,29,0.1224,0.5,48,96,0.4898,1.9592,0.4499,32,22,49,8.6,38,38,32,22,32,5.2,37,36,32,22,32,6.85,35,35,32,22,32
7,100,150,49,6,4,0,6,39,4,0,18,21,9,2,5,3.33,7,6,20,0.1224,0.5,48,96,0.4898,1.9592,0.4499,28,15,49,5.15,32,32,28,15,28,3.95,31,30,28,15,28,7.5,31,31,28,15,28
7,100,150,49,6,4,0,6,39,4,0,17,22,8,2.13,4,5.83,16,6,35,0.1224,0.5,48,96,0.4898,1.9592,0.4499,22,15,49,12.25,33,31,22,15,22,7.6,42,40,22,15,22,4,24,24,22,15,22
7,100,150,49,6,4,0,6,39,4,0,18,21,12,1.5,3,3.67,8,6,22,0.1224,0.5,48,96,0.4898,1.9592,0.4499,12,5,49,5.7,18,18,12,5,12,1.6,14,13,12,5,12,1.6,13,13,12,5,12
7,100,150,49,6,4,0,6,39,4,0,16,23,10,1.6,3,5,13,6,30,0.1224,0.5,48,96,0.4898,1.9592,0.4499,16,6,49,3.45,20,19,16,6,16,5.6,30,30,16,6,16,2.05,17,17,16,6,16
7,100,150,49,9,7,0,9,33,7,0,10,23,9,1.11,2,3,15,9,27,0.1837,0.5,48,96,0.4898,1.9592,0.5700,24,17,49,10,34,33,24,17,24,4.95,32,31,24,17,24,6.9,28,28,24,17,24
7,100,150,49,8,6,0,8,35,6,0,14,21,11,1.27,4,2.88,13,8,23,0.1633,0.5,48,96,0.4898,1.9592,0.5330,36,23,49,11.2,49,47,36,23,36,4.9,41,37,36,23,36,9.1,41,41,36,23,36
7,100,150,49,8,6,0,8,35,6,0,17,18,12,1.42,4,3.38,13,8,27,0.1633,0.5,48,96,0.4898,1.9592,0.5330,24,13,49,9.05,32,31,24,13,24,6.75,39,39,24,13,24,4.8,26,26,24,13,24
7,100,150,49,7,4,0,7,38,3,1,12,26,10,1.2,2,4.43,16,7,31,0.1429,0.5,48,96,0.4898,1.9592,0.5330,28,19,49,9.65,36,35,28,19,28,7.9,45,44,28,19,28,11.2,33,33,28,19,28
7,100,150,49,6,4,0,6,39,4,0,11,28,7,1.57,3,4.83,12,6,29,0.1224,0.5,48,96,0.4898,1.9592,0.4499,34,23,49,10.85,44,43,34,23,34,7.15,45,44,34,23,34,6.35,37,37,34,23,34
7,100,150,49,5,3,0,5,41,3,0,16,25,11,1.45,3,4.8,10,5,24,0.1020,0.5,48,96,0.4898,1.9592,0.4020,30,18,49,5.05,35,34,30,18,30,6,41,39,30,18,30,5.75,33,33,30,18,30
7,100,150,49,5,3,0,5,41,3,0,22,19,12,1.83,5,6.6,15,5,33,0.1020,0.5,48,96,0.4898,1.9592,0.4020,18,8,49,3.85,22,21,18,8,18,8.6,43,43,18,8,18,2.35,19,19,18,8,18
7,100,150,49,5,3,0,5,41,3,0,18,23,11,1.64,4,7,20,5,35,0.1020,0.5,48,96,0.4898,1.9592,0.4020,18,9,49,4.85,23,23,18,9,18,2.85,22,21,18,9,18,2.4,19,19,18,9,18
7,100,150,49,8,6,0,8,35,6,0,17,18,10,1.7,4,2.75,9,8,22,0.1633,0.5,48,96,0.4898,1.9592,0.5330,26,14,49,21.25,40,40,26,14,26,6.65,40,39,26,14,26,5.45,29,29,26,14,26
7,100,150,49,6,4,0,6,39,4,0,17,22,11,1.55,4,5.5,15,6,33,0.1224,0.5,48,96,0.4898,1.9592,0.4499,14,7,49,7.45,22,20,14,7,14,5.65,31,30,14,7,14,2.4,16,16,14,7,14
7,100,150,49,8,6,0,8,35,6,0,14,21,9,1.56,3,3.38,9,8,27,0.1633,0.5,48,96,0.4898,1.9592,0.5330,18,11,49,13.1,26,25,18,11,18,10.1,48,48,18,11,18,3.9,20,20,18,11,18
7,100,150,49,7,5,0,7,37,5,0,15,22,11,1.36,2,4.14,14,7,29,0.1429,0.5,48,96,0.4898,1.9592,0.4932,32,21,49,12.05,45,43,32,21,32,7.7,47,46,32,21,32,11.2,39,39,32,21,32
7,100,150,49,8,6,0,8,35,6,0,15,20,11,1.36,3,3.38,12,8,27,0.1633,0.5,48,96,0.4898,1.9592,0.5330,16,6,49,5.05,22,20,16,6,16,7,35,35,16,6,16,2.05,17,17,16,6,16
7,100,150,49,8,6,0,8,35,6,0,15,20,10,1.5,3,2.38,6,8,19,0.1633,0.5,48,96,0.4898,1.9592,0.5330,24,13,49,4.45,29,28,24,13,24,8.75,47,46,24,13,24,4.55,27,27,24,13,24
7,100,150,49,7,5,0,7,37,5,0,18,19,10,1.8,4,2.29,7,7,16,0.1429,0.5,48,96,0.4898,1.9592,0.4932,26,11,49,21.95,39,38,26,11,26,8.45,48,46,26,11,26,6.6,30,30,26,11,26
7,100,150,49,7,5,0,7,37,5,0,15,22,10,1.5,4,3,8,7,21,0.1429,0.5,48,96,0.4898,1.9592,0.4932,32,19,49,14.2,43,41,32,19,32,4.55,35,34,32,19,32,5.7,35,35,32,19,32
7,100,150,49,6,4,0,6,39,4,0,21,18,9,2.33,4,1.83,4,6,11,0.1224,0.5,48,96,0.4898,1.9592,0.4499,14,6,49,2.6,17,17,14,6,14,2.1,17,16,14,6,14,1.85,15,15,14,6,14
7,100,150,49,7,5,0,7,37,5,0,19,18,13,1.46,2,2.86,7,7,20,0.1429,0.5,48,96,0.4898,1.9592,0.4932,16,8,49,4.7,22,21,16,8,16,2.4,19,18,16,8,16,3.15,18,18,16,8,16
7,100,150,49,5,3,0,5,41,3,0,15,26,10,1.5,4,7.6,26,5,38,0.1020,0.5,48,96,0.4898,1.9592,0.4020,38,24,49,13.25,46,46,38,24,38,6.75,46,45,38,24,38,12.7,45,45,38,24,38
7,100,150,49,7,5,0,7,37,5,0,17,20,12,1.42,3,4.14,14,7,29,0.1429,0.5,48,96,0.4898,1.9592,0.4932,24,14,49,28.95,44,40,24,14,24,6.9,40,39,24,14,24,8.25,29,29,24,14,24
7,100,150,49,9,7,0,9,33,7,0,15,18,10,1.5,3,2.67,10,9,24,0.1837,0.5,48,96,0.4898,1.9592,0.5700,32,20,49,20.2,49,48,32,20,32,6.65,45,42,32,20,32,15.8,40,40,32,20,32
7,100,150,49,5,3,0,5,41,3,0,21,20,10,2.1,5,6.2,14,5,31,0.1020,0.5,48,96,0.4898,1.9592,0.4020,38,20,49,17.05,49,49,38,20,38,5.85,44,43,38,20,38,9.3,45,45,38,20,38
7,100,150,49,8,6,0,8,35,6,0,16,19,11,1.45,3,3.63,16,8,29,0.1633,0.5,48,96,0.4898,1.9592,0.5330,20,11,49,5.5,24,24,20,11,20,3.45,24,24,20,11,20,2.7,21,21,20,11,20
7,100,150,49,9,7,0,9,33,7,0,10,23,8,1.25,2,2.78,9,9,25,0.1837,0.5,48,96,0.4898,1.9592,0.5700,20,14,49,23.45,36,35,20,14,20,5.2,31,30,20,14,20,11.35,27,27,20,14,20
7,100,150,49,5,3,0,5,41,3,0,19,22,11,1.73,4,7,20,5,35,0.1020,0.5,48,96,0.4898,1.9592,0.4020,24,14,49,23.7,38,37,24,14,24,8.2,47,45,24,14,24,9.55,31,31,24,14,24
7,100,150,49,8,6,0,8,35,6,0,14,21,10,1.4,3,3,10,8,24,0.1633,0.5,48,96,0.4898,1.9592,0.5330,34,23,49,15.8,48,46,34,23,34,6.95,46,44,34,23,34,16.6,43,43,34,23,34
7,100,150,49,6,4,0,6,39,4,0,20,19,13,1.54,5,4.83,11,6,29,0.1224,0.5,48,96,0.4898,1.9592,0.4499,12,5,49,1.6,14,13,12,5,12,4.75,25,25,12,5,12,1.6,13,13,12,5,12
7,100,150,49,6,4,0,6,39,4,0,21,18,10,2.1,5,3,8,6,18,0.1224,0.5,48,96,0.4898,1.9592,0.4499,12,3,49,2.45,15,15,12,3,12,1.5,14,13,12,3,12,1.5,13,13,12,3,12
7,100,150,49,7,5,0,7,37,5,0,12,25,9,1.33,3,2.14,5,7,15,0.1429,0.5,48,96,0.4898,1.9592,0.4932,36,27,49,8.15,43,42,36,27,36,6.25,43,42,36,27,36,9.1,40,40,36,27,36
7,100,150,49,7,5,0,7,37,5,0,19,18,11,1.73,4,3.14,9,7,22,0.1429,0.5,48,96,0.4898,1.9592,0.4932,28,15,49,22.2,42,40,28,15,28,8.3,48,47,28,15,28,8.1,32,32,28,15,28
7,100,150,49,6,4,0,6,39,4,0,16,23,10,1.6,4,4.33,15,6,26,0.1224,0.5,48,96,0.4898,1.9592,0.4499,20,12,49,7.45,27,25,20,12,20,4.45,28,28,20,12,20,2.75,21,21,20,12,20
7,100,150,49,6,4,0,6,39,4,0,13,26,9,1.44,3,4.83,11,6,29,0.1224,0.5,48,96,0.4898,1.9592,0.4499,24,14,49,19,34,34,24,14,24,5.2,33,32,24,14,24,19.05,30,30,24,14,24
7,100,150,49,10,8,0,10,31,8,0,14,17,13,1.08,2,1.9,7,10,19,0.2041,0.5,48,96,0.4898,1.9592,0.6047,30,18,49,7.35,39,38,30,18,30,5.35,38,36,30,18,30,10.1,36,36,30,18,30
7,100,150,49,6,4,0,6,39,4,0,18,21,11,1.64,3,5.17,12,6,31,0.1224,0.5,48,96,0.4898,1.9592,0.4499,20,11,49,5.45,26,25,20,11,20,2.95,23,22,20,11,20,2.7,21,21,20,11,20
7,100,150,49,6,4,0,6,39,4,0,17,22,12,1.42,3,2.5,6,6,15,0.1224,0.5,48,96,0.4898,1.9592,0.4499,34,18,49,6.7,39,39,34,18,34,5.15,39,38,34,18,34,6,37,37,34,18,34
7,100,150,49,8,6,0,8,35,6,0,10,25,10,1,1,2.75,8,8,22,0.1633,0.5,48,96,0.4898,1.9592,0.5330,18,12,49,4.3,22,22,18,12,18,3.1,22,21,18,12,18,5.55,21,21,18,12,18
7,100,150,49,9,7,0,9,33,7,0,7,26,5,1.4,2,2.67,12,9,24,0.1837,0.5,48,96,0.4898,1.9592,0.5700,24,19,49,7.1,31,30,24,19,24,9.8,49,48,24,19,24,11,29,29,24,19,24
7,100,150,49,7,5,0,7,37,5,0,20,17,13,1.54,4,3.43,9,7,24,0.1429,0.5,48,96,0.4898,1.9592,0.4932,28,12,49,12.65,40,39,28,12,28,6.8,44,42,28,12,28,5.55,30,30,28,12,28
7,100,150,49,5,3,0,5,41,3,0,17,24,10,1.7,3,4.8,17,5,24,0.1020,0.5,48,96,0.4898,1.9592,0.4020,34,21,49,4.85,37,36,34,21,34,5.15,38,37,34,21,34,4.85,36,36,34,21,34
7,100,150,49,6,4,0,6,39,4,0,16,23,12,1.33,2,2.17,4,6,13,0.1224,0.5,48,96,0.4898,1.9592,0.4499,24,14,49,6.6,29,29,24,14,24,4,29,28,24,14,24,8.85,29,29,24,14,24
7,100,150,49,6,4,0,6,39,4,0,12,27,7,1.71,3,4.17,13,6,25,0.1224,0.5,48,96,0.4898,1.9592,0.4499,38,27,49,15.25,49,49,38,27,38,6.75,46,45,38,27,38,14,45,45,38,27,38
7,100,150,49,6,4,0,6,39,4,0,23,16,15,1.53,4,3.17,7,6,19,0.1224,0.5,48,96,0.4898,1.9592,0.4499,30,14,49,11.65,40,40,30,14,30,4.6,36,34,30,14,30,10.1,37,37,30,14,30
7,100,150,49,7,5,0,7,37,5,0,17,20,10,1.7,3,4.29,16,7,30,0.1429,0.5,48,96,0.4898,1.9592,0.4932,30,17,49,22.3,47,45,30,17,30,6.55,42,41,30,17,30,13.75,38,38,30,17,30
7,100,150,49,7,5,0,7,37,5,0,18,19,12,1.5,3,2.57,5,7,18,0.1429,0.5,48,96,0.4898,1.9592,0.4932,28,15,49,11.85,39,36,28,15,28,7.3,44,43,28,15,28,5.6,31,31,28,15,28
7,100,150,49,6,4,0,6,39,4,0,17,22,12,1.42,3,4.17,8,6,25,0.1224,0.5,48,96,0.4898,1.9592,0.4499,22,14,49,6.1,28,28,22,14,22,3.55,26,25,22,14,22,4.05,24,24,22,14,22
7,100,150,49,7,5,0,7,37,5,0,12,25,8,1.5,3,3,13,7,21,0.1429,0.5,48,96,0.4898,1.9592,0.4932,14,11,49,2.1,16,15,14,11,14,5.95,30,30,14,11,14,2.1,15,15,14,11,14
7,100,150,49,7,5,0,7,37,5,0,13,24,10,1.3,2,2.71,7,7,19,0.1429,0.5,48,96,0.4898,1.9592,0.4932,20,16,49,8.75,28,28,20,16,20,3.75,25,24,20,16,20,10.15,25,25,20,16,20
7,100,150,49,8,6,0,8,35,6,0,16,19,10,1.6,5,3,11,8,24,0.1633,0.5,48,96,0.4898,1.9592,0.5330,30,16,49,10.25,41,41,30,16,30,3.95,34,31,30,16,30,7.25,34,34,30,16,30
7,100,150,49,7,5,0,7,37,5,0,19,18,11,1.73,3,2.86,8,7,20,0.1429,0.5,48,96,0.4898,1.9592,0.4932,38,22,49,12.95,49,49,38,22,38,6.6,48,46,38,22,38,15.55,48,48,38,22,38
7,100,150,49,7,5,0,7,37,5,0,12,25,10,1.2,2,3,9,7,21,0.1429,0.5,48,96,0.4898,1.9592,0.4932,32,21,49,6.2,38,37,32,21,32,7.95,48,46,32,21,32,7.2,36,36,32,21,32
7,100,150,49,7,5,0,7,37,5,0,11,26,6,1.83,3,4.43,12,7,31,0.1429,0.5,48,96,0.4898,1.9592,0.4932,18,12,49,12.35,28,26,18,12,18,8.1,41,40,18,12,18,3.45,20,20,18,12,18
7,100,150,49,5,3,0,5,41,3,0,12,29,9,1.33,2,6.6,15,5,33,0.1020,0.5,48,96,0.4898,1.9592,0.4020,34,23,49,24.9,47,47,34,23,34,4.95,38,36,34,23,34,10.3,39,39,34,23,34
7,100,150,49,7,5,0,7,37,5,0,12,25,10,1.2,2,2.29,5,7,16,0.1429,0.5,48,96,0.4898,1.9592,0.4932,30,20,49,4.9,33,33,30,20,30,4.4,33,32,30,20,30,6.45,33,33,30,20,30
7,100,150,49,5,3,0,5,41,3,0,14,27,8,1.75,3,6.8,16,5,34,0.1020,0.5,48,96,0.4898,1.9592,0.4020,26,16,49,18.15,37,36,26,16,26,5.65,36,35,26,16,26,4.55,28,28,26,16,26
7,100,150,49,5,3,0,5,41,3,0,20,21,12,1.67,3,5.4,9,5,27,0.1020,0.5,48,96,0.4898,1.9592,0.4020,18,10,49,9.8,26,26,18,10,18,3.6,24,23,18,10,18,5.05,21,21,18,10,18
7,100,150,49,5,3,0,5,41,3,0,19,22,9,2.11,5,8.4,29,5,42,0.1020,0.5,48,96,0.4898,1.9592,0.4020,44,22,49,7.95,49,49,44,22,44,6.3,49,47,44,22,44,6.65,48,48,44,22,44
7,100,150,49,5,3,0,5,41,3,0,12,29,9,1.33,2,6,17,5,30,0.1020,0.5,48,96,0.4898,1.9592,0.4020,38,25,49,22.3,48,48,38,25,38,7.75,48,48,38,25,38,22.8,46,46,38,25,38
7,100,150,49,7,5,0,7,37,5,0,15,22,12,1.25,3,2.14,4,7,15,0.1429,0.5,48,96,0.4898,1.9592,0.4932,30,17,49,20.5,43,43,30,17,30,6.95,43,42,30,17,30,14.4,38,38,30,17,30
7,100,150,49,5,3,0,5,41,3,0,16,25,11,1.45,4,7.2,23,5,36,0.1020,0.5,48,96,0.4898,1.9592,0.4020,24,17,49,3.65,27,26,24,17,24,3.4,26,25,24,17,24,3.4,25,25,24,17,24
7,100,150,49,7,5,0,7,37,5,0,15,22,9,1.67,3,3.71,9,7,26,0.1429,0.5,48,96,0.4898,1.9592,0.4932,34,21,49,26.9,49,49,34,21,34,7.8,48,47,34,21,34,34.85,49,49,34,21,34
7,100,150,49,7,5,0,7,37,5,0,19,18,14,1.36,3,4.14,9,7,29,0.1429,0.5,48,96,0.4898,1.9592,0.4932,32,19,49,21.8,49,49,32,19,32,5.2,39,36,32,19,32,21.1,44,44,32,19,32
7,100,150,49,5,3,0,5,41,3,0,17,24,10,1.7,4,5.8,19,5,29,0.1020,0.5,48,96,0.4898,1.9592,0.4020,20,13,49,2.8,22,21,20,13,20,3.25,23,23,20,13,20,2.8,21,21,20,13,20
7,100,150,49,9,7,0,9,33,7,0,11,22,9,1.22,2,2.44,11,9,22,0.1837,0.5,48,96,0.4898,1.9592,0.5700,30,20,49,14.5,43,41,30,20,30,7.7,46,44,30,20,30,8.35,36,36,30,20,30
7,100,150,49,6,4,0,6,39,4,0,13,26,12,1.08,2,3.83,8,6,23,0.1224,0.5,48,96,0.4898,1.9592,0.4499,20,14,49,5.65,27,26,20,14,20,3.3,25,23,20,14,20,6.75,24,24,20,14,20
7,100,150,49,6,4,0,6,39,4,0,16,23,11,1.45,4,4.33,10,6,26,0.1224,0.5,48,96,0.4898,1.9592,0.4499,26,17,49,14.95,38,37,26,17,26,4.05,31,29,26,17,26,6.4,30,30,26,17,26
7,100,150,49,6,4,0,6,39,4,0,20,19,14,1.43,3,5,10,6,30,0.1224,0.5,48,96,0.4898,1.9592,0.4499,32,17,49,15.6,46,45,32,17,32,5.7,41,39,32,17,32,15.15,42,42,32,17,32
7,100,150,49,7,5,0,7,37,5,0,13,24,10,1.3,2,3.71,11,7,26,0.1429,0.5,48,96,0.4898,1.9592,0.4932,16,13,49,7.5,22,21,16,13,16,3.65,22,22,16,13,16,2.9,18,18,16,13,16
7,100,150,49,5,3,0,5,41,3,0,16,25,9,1.78,3,5.4,12,5,27,0.1020,0.5,48,96,0.4898,1.9592,0.4020,36,20,49,11.45,46,45,36,20,36,6.1,44,42,36,20,36,12.45,43,43,36,20,36
7,100,150,49,5,3,0,5,41,3,0,14,27,10,1.4,3,5.4,13,5,27,0.1020,0.5,48,96,0.4898,1.9592,0.4020,14,9,49,2,16,15,14,9,14,5.4,29,29,14,9,14,2,15,15,14,9,14
7,100,150,49,6,4,0,6,39,4,0,19,20,11,1.73,4,5.17,16,6,31,0.1224,0.5,48,96,0.4898,1.9592,0.4499,24,12,49,20.5,36,35,24,12,24,3.6,28,27,24,12,24,3.15,25,25,24,12,24
7,100,150,49,5,3,0,5,41,3,0,9,32,9,1,1,6.8,27,5,34,0.1020,0.5,48,96,0.4898,1.9592,0.4020,28,22,49,4.3,31,30,28,22,28,4.05,30,29,28,22,28,4.05,29,29,28,22,28
7,100,150,49,8,6,0,8,35,6,0,18,17,11,1.64,3,3.25,11,8,26,0.1633,0.5,48,96,0.4898,1.9592,0.5330,34,20,49,11.4,46,45,34,20,34,6.2,45,42,34,20,34,16.5,43,43,34,20,34
7,100,150,49,5,3,0,5,41,3,0,18,23,11,1.64,4,5.4,19,5,27,0.1020,0.5,48,96,0.4898,1.9592,0.4020,40,23,49,7.8,47,45,40,23,40,5.3,43,41,40,23,40,7.9,44,44,40,23,40
7,100,150,49,6,4,0,6,39,4,0,17,22,12,1.42,4,5.17,16,6,31,0.1224,0.5,48,96,0.4898,1.9592,0.4499,20,12,49,3.7,24,23,20,12,20,9.5,48,47,20,12,20,3.25,22,22,20,12,20
7,100,150,49,5,3,0,5,41,3,0,13,28,10,1.3,2,2.6,5,5,13,0.1020,0.5,48,96,0.4898,1.9592,0.4020,36,25,49,6.9,40,40,36,25,36,5.7,40,40,36,25,36,8.3,39,39,36,25,36
7,100,150,49,5,3,0,5,41,3,0,21,20,12,1.75,5,7,14,5,35,0.1020,0.5,48,96,0.4898,1.9592,0.4020,18,7,49,9.7,27,26,18,7,18,2.3,21,19,18,7,18,2.3,19,19,18,7,18
7,100,150,49,6,3,0,6,40,2,1,15,25,10,1.5,4,5.5,15,6,33,0.1224,0.5,48,96,0.4898,1.9592,0.4932,18,11,49,3.9,22,21,18,11,18,5.35,30,30,18,11,18,2.5,19,19,18,11,18
7,100,150,49,6,4,0,6,39,4,0,17,22,8,2.13,5,4.5,12,6,27,0.1224,0.5,48,96,0.4898,1.9592,0.4499,14,9,49,2.95,18,17,14,9,14,2,16,15,14,9,14,2,15,15,14,9,14
