Size,StraightTimePenalty,RotationPenalty,TotalCells,DeadEndCount,JunctionCount,Degree0Count,Degree1Count,Degree2Count,Degree3Count,Degree4Count,CorridorCellCount,CornerCellCount,CorridorSegmentCount,AverageCorridorLength,LongestStraightCorridor,DeadEndChainDepthAvg,DeadEndChainDepthMax,DeadEndChainCount,DeadEndChainTotal,DeadEndRatio,GoalDirectionOpenness,GoalAlignedEdges,TotalOpenEdges,OpenEdgeDensity,AverageBranchingFactor,BranchingFactorStd,ShortestPathLength,ShortestPathTurns,ReachableCellCount,BFS_TimeSeconds,BFS_VisitedNodes,BFS_ExpandedNodes,BFS_PathLength,BFS_PathTurns,BFS_PathCost,DFS_TimeSeconds,DFS_VisitedNodes,DFS_ExpandedNodes,DFS_PathLength,DFS_PathTurns,DFS_PathCost,Astar_TimeSeconds,Astar_VisitedNodes,Astar_ExpandedNodes,Astar_PathLength,Astar_PathTurns,Astar_PathCost
10,100,150,100,8,6,0,8,86,6,0,34,52,21,1.62,4,6.5,15,8,52,0.08,0.5,99,198,0.495,1.98,0.3736,52,31,100,112.7,93,91,52,31,52,17.45,94,93,52,31,52,35.7,66,66,52,31,52
10,100,150,100,12,10,0,12,78,10,0,36,42,22,1.64,7,4.58,30,12,55,0.12,0.5,99,198,0.495,1.98,0.4686,60,34,100,16.95,74,73,60,34,60,10.25,72,70,60,34,60,20.1,71,71,60,34,60
10,100,150,100,11,9,0,11,80,9,0,32,48,17,1.88,4,4.27,16,11,47,0.11,0.5,99,198,0.495,1.98,0.4468,24,17,100,19.45,36,33,24,17,24,18.65,85,84,24,17,24,5.8,27,27,24,17,24
10,100,150,100,14,12,0,14,74,12,0,28,46,23,1.22,2,2.36,15,14,33,0.14,0.5,99,198,0.495,1.98,0.5095,56,37,100,51.85,87,85,56,37,56,13.9,84,81,56,37,56,59.15,77,77,56,37,56
10,100,150,100,11,9,0,11,80,9,0,36,44,20,1.8,5,3.64,16,11,40,0.11,0.5,99,198,0.495,1.98,0.4468,54,34,100,11.8,63,62,54,34,54,16.9,94,93,54,34,54,14.9,62,62,54,34,54
10,100,150,100,11,9,0,11,80,9,0,32,48,22,1.45,5,3.36,12,11,37,0.11,0.5,99,198,0.495,1.98,0.4468,34,20,100,21.95,47,47,34,20,34,5.5,41,39,34,20,34,28.45,42,42,34,20,34
10,100,150,100,12,10,0,12,78,10,0,31,47,20,1.55,4,2.92,11,12,35,0.12,0.5,99,198,0.495,1.98,0.4686,64,39,100,40.3,91,90,64,39,64,10.35,77,72,64,39,64,22.8,76,76,64,39,64
10,100,150,100,14,12,0,14,74,12,0,26,48,18,1.44,4,2.29,12,14,32,0.14,0.5,99,198,0.495,1.98,0.5095,50,32,100,87.2,84,83,50,32,50,10.15,66,64,50,32,50,24.75,60,60,50,32,50
10,100,150,100,11,9,0,11,80,9,0,30,50,21,1.43,3,2.64,13,11,29,0.11,0.5,99,198,0.495,1.98,0.4468,48,33,100,42.6,66,64,48,33,48,9.45,63,60,48,33,48,12.8,53,53,48,33,48
10,100,150,100,12,9,0,12,79,8,1,31,48,17,1.82,4,4,19,12,48,0.12,0.5,99,198,0.495,1.98,0.4895,36,23,100,12.7,47,45,36,23,36,18.75,92,90,36,23,36,9.3,41,41,36,23,36
10,100,150,100,12,10,0,12,78,10,0,34,44,21,1.62,5,2.5,6,12,30,0.12,0.5,99,198,0.495,1.98,0.4686,68,38,100,29.6,91,87,68,38,68,11.65,81,79,68,38,68,17.35,78,78,68,38,68
10,100,150,100,13,11,0,13,76,11,0,38,38,24,1.58,4,3,13,13,39,0.13,0.5,99,198,0.495,1.98,0.4895,66,37,100,42,94,93,66,37,66,14.75,95,91,66,37,66,39.45,86,86,66,37,66
10,100,150,100,12,10,0,12,78,10,0,23,55,17,1.35,3,3.5,21,12,42,0.12,0.5,99,198,0.495,1.98,0.4686,28,20,100,15.15,37,35,28,20,28,11.7,57,57,28,20,28,4.65,30,30,28,20,28
10,100,150,100,11,9,0,11,80,9,0,32,48,25,1.28,2,3.91,20,11,43,0.11,0.5,99,198,0.495,1.98,0.4468,68,44,100,54.15,97,96,68,44,68,12.15,83,81,68,44,68,66.65,92,92,68,44,68
10,100,150,100,13,11,0,13,76,11,0,31,45,22,1.41,4,2.54,7,13,33,0.13,0.5,99,198,0.495,1.98,0.4895,28,16,100,30.35,45,43,28,16,28,14.45,71,70,28,16,28,8.35,33,33,28,16,28
10,100,150,100,13,11,0,13,76,11,0,36,40,23,1.57,4,4.54,28,13,59,0.13,0.5,99,198,0.495,1.98,0.4895,48,29,100,93.2,79,78,48,29,48,17.45,94,92,48,29,48,81.1,65,65,48,29,48
10,100,150,100,12,10,0,12,78,10,0,35,43,22,1.59,3,4,18,12,48,0.12,0.5,99,198,0.495,1.98,0.4686,56,30,100,35.55,82,81,56,30,56,9.95,71,67,56,30,56,37,74,74,56,30,56
10,100,150,100,12,10,0,12,78,10,0,26,52,19,1.37,4,3,14,12,36,0.12,0.5,99,198,0.495,1.98,0.4686,60,39,100,85.65,93,89,60,39,60,16.05,92,90,60,39,60,31.9,73,73,60,39,60
10,100,150,100,11,9,0,11,80,9,0,37,43,19,1.95,4,4.55,18,11,50,0.11,0.5,99,198,0.495,1.98,0.4468,44,22,100,9.9,53,52,44,22,44,6.2,49,47,44,22,44,6.45,48,48,44,22,44
10,100,150,100,8,6,0,8,86,6,0,36,50,24,1.5,5,6.63,30,8,53,0.08,0.5,99,198,0.495,1.98,0.3736,48,28,100,54.1,65,65,48,28,48,10.35,65,64,48,28,48,23.45,55,55,48,28,48
10,100,150,100,13,10,0,13,77,9,1,32,45,21,1.52,4,3.31,14,13,43,0.13,0.5,99,198,0.495,1.98,0.5095,52,33,100,33.7,70,69,52,33,52,9.5,67,63,52,33,52,21.5,62,62,52,33,52
10,100,150,100,13,11,0,13,76,11,0,23,53,16,1.44,3,2.85,18,13,37,0.13,0.5,99,198,0.495,1.98,0.4895,64,47,100,22.05,82,80,64,47,64,14.1,90,85,64,47,64,24.1,76,76,64,47,64
10,100,150,100,14,12,0,14,74,12,0,31,43,23,1.35,3,3.36,15,14,47,0.14,0.5,99,198,0.495,1.98,0.5095,70,48,100,30.75,98,98,70,48,70,13.3,90,86,70,48,70,42.25,93,93,70,48,70
10,100,150,100,10,8,0,10,82,8,0,38,44,22,1.73,5,3.1,10,10,31,0.1,0.5,99,198,0.495,1.98,0.4238,50,30,100,41.4,69,67,50,30,50,14.15,84,81,50,30,50,19.05,58,58,50,30,50
10,100,150,100,12,10,0,12,78,10,0,33,45,20,1.65,6,3.58,18,12,43,0.12,0.5,99,198,0.495,1.98,0.4686,30,16,100,39,46,45,30,16,30,8.95,49,49,30,16,30,8.55,33,33,30,16,30
10,100,150,100,12,10,0,12,78,10,0,30,48,17,1.76,4,3.75,22,12,45,0.12,0.5,99,198,0.495,1.98,0.4686,24,17,100,3.9,27,26,24,17,24,7.9,42,42,24,17,24,3.4,25,25,24,17,24
10,100,150,100,11,9,0,11,80,9,0,30,50,19,1.58,6,3.55,17,11,39,0.11,0.5,99,198,0.495,1.98,0.4468,42,25,100,10.45,52,50,42,25,42,9.6,59,57,42,25,42,13.1,47,47,42,25,42
10,100,150,100,13,11,0,13,76,11,0,34,42,23,1.48,4,2.69,14,13,35,0.13,0.5,99,198,0.495,1.98,0.4895,46,29,100,48,73,72,46,29,46,7.35,55,52,46,29,46,43.2,69,69,46,29,46
10,100,150,100,9,7,0,9,84,7,0,29,55,19,1.53,4,4.22,13,9,38,0.09,0.5,99,198,0.495,1.98,0.3995,30,20,100,10.4,38,37,30,20,30,5.3,36,35,30,20,30,9.45,35,35,30,20,30
10,100,150,100,9,7,0,9,84,7,0,32,52,21,1.52,4,5.56,22,9,50,0.09,0.5,99,198,0.495,1.98,0.3995,30,19,100,17.1,38,38,30,19,30,5.75,38,38,30,19,30,5.2,32,32,30,19,30
10,100,150,100,10,8,0,10,82,8,0,38,44,24,1.58,4,3.9,12,10,39,0.1,0.5,99,198,0.495,1.98,0.4238,34,18,100,16.15,46,44,34,18,34,11.15,62,61,34,18,34,11.55,38,38,34,18,34
10,100,150,100,11,9,0,11,80,9,0,27,53,17,1.59,5,3.36,13,11,37,0.11,0.5,99,198,0.495,1.98,0.4468,56,41,100,17.75,71,69,56,41,56,9.6,68,65,56,41,56,21.75,65,65,56,41,56
10,100,150,100,11,9,0,11,80,9,0,24,56,20,1.2,4,5.27,22,11,58,0.11,0.5,99,198,0.495,1.98,0.4468,68,51,100,36.25,93,93,68,51,68,12.5,85,81,68,51,68,59.75,92,92,68,51,68
10,100,150,100,12,10,0,12,78,10,0,32,46,21,1.52,4,2.92,8,12,35,0.12,0.5,99,198,0.495,1.98,0.4686,42,27,100,19.7,56,54,42,27,42,11.05,66,63,42,27,42,13.6,48,48,42,27,42
10,100,150,100,10,7,0,10,83,6,1,31,52,20,1.55,4,6,24,10,60,0.1,0.5,99,198,0.495,1.98,0.4468,38,23,100,57.7,62,58,38,23,38,11.25,63,62,38,23,38,22.4,46,46,38,23,38
10,100,150,100,12,10,0,12,78,10,0,20,58,14,1.43,4,3.33,23,12,40,0.12,0.5,99,198,0.495,1.98,0.4686,44,36,100,11.55,52,52,44,36,44,7.65,52,50,44,36,44,12.8,51,51,44,36,44
10,100,150,100,15,13,0,15,72,13,0,29,43,22,1.32,5,2.2,8,15,33,0.15,0.5,99,198,0.495,1.98,0.5288,56,37,100,73.5,91,90,56,37,56,10.1,71,67,56,37,56,72.95,80,80,56,37,56
10,100,150,100,12,10,0,12,78,10,0,33,45,22,1.5,3,3.67,13,12,44,0.12,0.5,99,198,0.495,1.98,0.4686,50,31,100,86.8,89,86,50,31,50,8.4,63,58,50,31,50,33.7,66,66,50,31,50
10,100,150,100,13,10,0,13,77,9,1,35,42,25,1.4,4,3.23,22,13,42,0.13,0.5,99,198,0.495,1.98,0.5095,32,16,100,4.65,34,34,32,16,32,4.4,34,34,32,16,32,4.85,34,34,32,16,32
10,100,150,100,13,11,0,13,76,11,0,29,47,19,1.53,4,3.23,15,13,42,0.13,0.5,99,198,0.495,1.98,0.4895,46,30,100,16.8,62,61,46,30,46,8.1,58,54,46,30,46,21.75,57,57,46,30,46
10,100,150,100,12,10,0,12,78,10,0,34,44,25,1.36,3,3.5,9,12,42,0.12,0.5,99,198,0.495,1.98,0.4686,44,30,100,20.1,60,59,44,30,44,7.5,54,50,44,30,44,30.35,54,54,44,30,44
10,100,150,100,14,12,0,14,74,12,0,28,46,19,1.47,4,2.14,8,14,30,0.14,0.5,99,198,0.495,1.98,0.5095,36,25,100,11.05,47,46,36,25,36,6.1,45,42,36,25,36,14.4,43,43,36,25,36
10,100,150,100,11,9,0,11,80,9,0,36,44,18,2,5,3.64,14,11,40,0.11,0.5,99,198,0.495,1.98,0.4468,60,32,100,112.4,96,95,60,32,60,16.3,97,93,60,32,60,44.9,83,83,60,32,60
10,100,150,100,12,10,0,12,78,10,0,27,51,20,1.35,3,2.67,11,12,32,0.12,0.5,99,198,0.495,1.98,0.4686,42,29,100,10.25,50,49,42,29,42,14.4,76,75,42,29,42,10.6,46,46,42,29,42
10,100,150,100,8,6,0,8,86,6,0,37,49,19,1.95,4,6,27,8,48,0.08,0.5,99,198,0.495,1.98,0.3736,72,39,100,26.75,89,88,72,39,72,11.95,85,83,72,39,72,32.3,84,84,72,39,72
10,100,150,100,12,10,0,12,78,10,0,39,39,21,1.86,4,2.67,6,12,32,0.12,0.5,99,198,0.495,1.98,0.4686,52,27,100,173,100,100,52,27,52,7.5,60,56,52,27,52,100.85,84,84,52,27,52
10,100,150,100,12,10,0,12,78,10,0,38,40,26,1.46,4,3.92,19,12,47,0.12,0.5,99,198,0.495,1.98,0.4686,36,18,100,58,57,57,36,18,36,5.4,41,40,36,18,36,10.35,40,40,36,18,36
10,100,150,100,11,9,0,11,80,9,0,31,49,23,1.35,3,4.82,23,11,53,0.11,0.5,99,198,0.495,1.98,0.4468,42,29,100,93,76,75,42,29,42,12.65,70,69,42,29,42,67.4,57,57,42,29,42
10,100,150,100,12,9,0,12,79,8,1,29,50,24,1.21,4,3.42,17,12,41,0.12,0.5,99,198,0.495,1.98,0.4895,48,35,100,21.45,63,61,48,35,48,9.5,63,60,48,35,48,12.3,54,54,48,35,48
10,100,150,100,13,11,0,13,76,11,0,29,47,24,1.21,2,3.08,11,13,40,0.13,0.5,99,198,0.495,1.98,0.4895,44,31,100,21.75,61,58,44,31,44,12.85,73,72,44,31,44,9.6,48,48,44,31,44
10,100,150,100,12,10,0,12,78,10,0,28,50,18,1.56,4,4.08,24,12,49,0.12,0.5,99,198,0.495,1.98,0.4686,40,27,100,14.45,49,48,40,27,40,6.65,47,46,40,27,40,16.1,45,45,40,27,40
10,100,150,100,11,9,0,11,80,9,0,31,49,21,1.48,4,4.82,28,11,53,0.11,0.5,99,198,0.495,1.98,0.4468,48,33,100,105.95,84,83,48,33,48,12.6,76,73,48,33,48,54.3,61,61,48,33,48
10,100,150,100,15,12,0,15,73,11,1,30,43,23,1.30,2,2.8,13,15,42,0.15,0.5,99,198,0.495,1.98,0.5474,64,44,100,43.3,98,97,64,44,64,14.5,93,88,64,44,64,64.85,95,95,64,44,64
10,100,150,100,14,12,0,14,74,12,0,31,43,24,1.29,3,3.43,18,14,48,0.14,0.5,99,198,0.495,1.98,0.5095,40,25,100,14.45,53,51,40,25,40,10.5,63,60,40,25,40,20,47,47,40,25,40
10,100,150,100,13,10,0,13,77,9,1,33,44,20,1.65,7,3.08,12,13,40,0.13,0.5,99,198,0.495,1.98,0.5095,32,18,100,25.7,46,45,32,18,32,6.5,43,41,32,18,32,23.05,41,41,32,18,32
10,100,150,100,10,8,0,10,82,8,0,40,42,25,1.6,4,5,18,10,50,0.1,0.5,99,198,0.495,1.98,0.4238,60,30,100,41.5,87,86,60,30,60,10.8,77,73,60,30,60,66.9,85,85,60,30,60
10,100,150,100,13,11,0,13,76,11,0,32,44,19,1.68,8,3.85,31,13,50,0.13,0.5,99,198,0.495,1.98,0.4895,40,26,100,28.15,56,55,40,26,40,5.8,45,42,40,26,40,6.15,42,42,40,26,40
10,100,150,100,12,10,0,12,78,10,0,37,41,27,1.37,6,4.67,21,12,56,0.12,0.5,99,198,0.495,1.98,0.4686,52,27,100,68.7,81,80,52,27,52,10.45,69,67,52,27,52,43.5,68,68,52,27,52
10,100,150,100,13,11,0,13,76,11,0,32,44,22,1.45,4,3.31,15,13,43,0.13,0.5,99,198,0.495,1.98,0.4895,56,39,100,42.8,84,82,56,39,56,13.3,82,79,56,39,56,54.75,78,78,56,39,56
10,100,150,100,10,8,0,10,82,8,0,36,46,23,1.57,6,4.7,22,10,47,0.1,0.5,99,198,0.495,1.98,0.4238,62,37,100,47.35,85,83,62,37,62,9.15,70,67,62,37,62,17.5,68,68,62,37,62
10,100,150,100,12,10,0,12,78,10,0,31,47,21,1.48,5,3.83,19,12,46,0.12,0.5,99,198,0.495,1.98,0.4686,66,39,100,55.7,100,100,66,39,66,14.35,90,88,66,39,66,41.5,91,91,66,39,66
10,100,150,100,15,12,0,15,73,11,1,28,45,21,1.33,3,2.4,12,15,36,0.15,0.5,99,198,0.495,1.98,0.5474,64,43,100,63.2,100,100,64,43,64,10.2,77,71,64,43,64,69.85,92,92,64,43,64
10,100,150,100,13,11,0,13,76,11,0,34,42,23,1.48,3,3.92,16,13,51,0.13,0.5,99,198,0.495,1.98,0.4895,32,19,100,67,53,52,32,19,32,9.2,52,51,32,19,32,21.45,41,41,32,19,32
10,100,150,100,12,10,0,12,78,10,0,34,44,19,1.79,5,3.67,19,12,44,0.12,0.5,99,198,0.495,1.98,0.4686,38,22,100,48.8,56,55,38,22,38,19.85,95,95,38,22,38,15.3,44,44,38,22,38
10,100,150,100,12,10,0,12,78,10,0,32,46,24,1.33,3,3.5,16,12,42,0.12,0.5,99,198,0.495,1.98,0.4686,52,32,100,100.3,91,88,52,32,52,16.35,92,89,52,32,52,74.8,76,76,52,32,52
10,100,150,100,13,11,0,13,76,11,0,28,48,19,1.47,4,3.46,24,13,45,0.13,0.5,99,198,0.495,1.98,0.4895,48,33,100,18.05,60,59,48,33,48,19.15,99,97,48,33,48,11.2,52,52,48,33,48
10,100,150,100,13,11,0,13,76,11,0,40,36,21,1.90,7,3.31,15,13,43,0.13,0.5,99,198,0.495,1.98,0.4895,30,16,100,7.5,37,36,30,16,30,20.25,96,95,30,16,30,7.75,34,34,30,16,30
10,100,150,100,10,8,0,10,82,8,0,37,45,27,1.37,3,4.8,15,10,48,0.1,0.5,99,198,0.495,1.98,0.4238,46,27,100,57.75,72,71,46,27,46,14.55,80,79,46,27,46,67.85,66,66,46,27,46
10,100,150,100,11,9,0,11,80,9,0,40,40,22,1.82,7,3.09,11,11,34,0.11,0.5,99,198,0.495,1.98,0.4468,68,37,100,54.8,99,98,68,37,68,13,90,86,68,37,68,42.15,92,92,68,37,68
10,100,150,100,11,9,0,11,80,9,0,41,39,20,2.05,8,4.45,27,11,49,0.11,0.5,99,198,0.495,1.98,0.4468,66,34,100,17.1,80,79,66,34,66,10.45,78,75,66,34,66,18.05,77,77,66,34,66
10,100,150,100,11,9,0,11,80,9,0,38,42,18,2.11,6,4.36,18,11,48,0.11,0.5,99,198,0.495,1.98,0.4468,40,20,100,27.9,59,59,40,20,40,6.85,50,48,40,20,40,14.5,50,50,40,20,40
10,100,150,100,11,9,0,11,80,9,0,27,53,21,1.29,3,4.45,16,11,49,0.11,0.5,99,198,0.495,1.98,0.4468,36,27,100,18.4,50,49,36,27,36,6.3,44,42,36,27,36,28.05,48,48,36,27,36
10,100,150,100,10,8,0,10,82,8,0,33,49,21,1.57,4,3.1,12,10,31,0.1,0.5,99,198,0.495,1.98,0.4238,76,50,100,40.15,100,100,76,50,76,13.3,93,89,76,50,76,38.7,91,91,76,50,76
10,100,150,100,8,6,0,8,86,6,0,46,40,21,2.19,7,7.13,33,8,57,0.08,0.5,99,198,0.495,1.98,0.3736,24,8,100,2.95,25,25,24,8,24,2.95,25,25,24,8,24,2.95,25,25,24,8,24
10,100,150,100,12,10,0,12,78,10,0,36,42,23,1.57,7,3.5,11,12,42,0.12,0.5,99,198,0.495,1.98,0.4686,68,42,100,21.6,87,86,68,42,68,13.6,93,87,68,42,68,35.2,85,85,68,42,68
10,100,150,100,9,7,0,9,84,7,0,45,39,23,1.96,5,3.56,12,9,32,0.09,0.5,99,198,0.495,1.98,0.3995,34,19,100,12.75,43,42,34,19,34,20.3,100,99,34,19,34,8.5,39,39,34,19,34
10,100,150,100,13,11,0,13,76,11,0,28,48,20,1.4,3,3.46,16,13,45,0.13,0.5,99,198,0.495,1.98,0.4895,30,20,100,4.4,33,32,30,20,30,15.15,74,73,30,20,30,4.85,32,32,30,20,30
10,100,150,100,11,9,0,11,80,9,0,34,46,25,1.36,3,4.82,15,11,53,0.11,0.5,99,198,0.495,1.98,0.4468,32,18,100,32.35,49,49,32,18,32,6.3,42,41,32,18,32,12.25,37,37,32,18,32
10,100,150,100,10,8,0,10,82,8,0,35,47,18,1.94,7,5.6,23,10,56,0.1,0.5,99,198,0.495,1.98,0.4238,24,17,100,3.65,27,26,24,17,24,3.4,26,25,24,17,24,3.4,25,25,24,17,24
10,100,150,100,12,10,0,12,78,10,0,32,46,16,2,7,1.75,6,12,21,0.12,0.5,99,198,0.495,1.98,0.4686,34,23,100,5.2,37,36,34,23,34,13.55,69,69,34,23,34,7.9,36,36,34,23,34
10,100,150,100,13,11,0,13,76,11,0,31,45,21,1.48,4,3.54,27,13,46,0.13,0.5,99,198,0.495,1.98,0.4895,34,22,100,8.5,43,41,34,22,34,11.65,64,62,34,22,34,6.85,37,37,34,22,34
10,100,150,100,15,13,0,15,72,13,0,27,45,20,1.35,4,3,24,15,45,0.15,0.5,99,198,0.495,1.98,0.5288,48,31,100,24.35,65,64,48,31,48,18.5,97,94,48,31,48,29.35,63,63,48,31,48
10,100,150,100,12,10,0,12,78,10,0,42,36,24,1.75,4,3.92,12,12,47,0.12,0.5,99,198,0.495,1.98,0.4686,42,19,100,51.8,70,68,42,19,42,17.7,93,91,42,19,42,24.2,56,56,42,19,42
10,100,150,100,11,9,0,11,80,9,0,43,37,22,1.95,5,2.91,6,11,32,0.11,0.5,99,198,0.495,1.98,0.4468,28,12,100,10.1,36,35,28,12,28,3.8,31,30,28,12,28,6.65,30,30,28,12,28
10,100,150,100,14,11,0,14,75,10,1,22,53,15,1.47,5,2.64,19,14,37,0.14,0.5,99,198,0.495,1.98,0.5288,50,33,100,88.45,82,80,50,33,50,11.95,74,70,50,33,50,25.6,59,59,50,33,50
10,100,150,100,12,10,0,12,78,10,0,40,38,26,1.54,4,3.33,16,12,40,0.12,0.5,99,198,0.495,1.98,0.4686,28,18,100,39.4,47,45,28,18,28,8.7,49,49,28,18,28,9.65,33,33,28,18,28
10,100,150,100,12,10,0,12,78,10,0,35,43,16,2.19,8,2.58,8,12,31,0.12,0.5,99,198,0.495,1.98,0.4686,40,22,100,6,44,43,40,22,40,15.45,80,79,40,22,40,6.85,42,42,40,22,40
10,100,150,100,11,9,0,11,80,9,0,30,50,20,1.5,6,3.27,11,11,36,0.11,0.5,99,198,0.495,1.98,0.4468,30,21,100,9.7,37,36,30,21,30,15.75,75,75,30,21,30,22.9,35,35,30,21,30
10,100,150,100,12,10,0,12,78,10,0,35,43,21,1.67,5,3,11,12,36,0.12,0.5,99,198,0.495,1.98,0.4686,60,35,100,40.6,82,81,60,35,60,13.5,86,83,60,35,60,27.65,71,71,60,35,60
10,100,150,100,14,12,0,14,74,12,0,28,46,18,1.56,6,2.29,6,14,32,0.14,0.5,99,198,0.495,1.98,0.5095,40,19,100,72,67,65,40,19,40,16.95,85,84,40,19,40,24.7,51,51,40,19,40
10,100,150,100,11,9,0,11,80,9,0,32,48,22,1.45,5,2.55,12,11,28,0.11,0.5,99,198,0.495,1.98,0.4468,66,42,100,23.5,83,82,66,42,66,13.55,89,85,66,42,66,20.55,77,77,66,42,66
10,100,150,100,8,6,0,8,86,6,0,39,47,22,1.77,5,6.75,26,8,54,0.08,0.5,99,198,0.495,1.98,0.3736,46,27,100,9.75,54,53,46,27,46,6.1,50,47,46,27,46,9.65,52,52,46,27,46
10,100,150,100,10,8,0,10,82,8,0,37,45,24,1.54,4,5.5,20,10,55,0.1,0.5,99,198,0.495,1.98,0.4238,60,37,100,25.05,82,78,60,37,60,10.4,73,70,60,37,60,24.55,72,72,60,37,60
10,100,150,100,11,9,0,11,80,9,0,32,48,25,1.28,3,3.09,10,11,34,0.11,0.5,99,198,0.495,1.98,0.4468,56,35,100,97.75,90,88,56,35,56,12.25,79,75,56,35,56,72.8,78,78,56,35,56
10,100,150,100,13,11,0,13,76,11,0,35,41,22,1.59,4,3.08,22,13,40,0.13,0.5,99,198,0.495,1.98,0.4895,34,22,100,20.1,46,45,34,22,34,8.85,52,51,34,22,34,5.65,37,37,34,22,34
10,100,150,100,13,10,0,13,77,9,1,34,43,18,1.89,6,3.69,15,13,48,0.13,0.5,99,198,0.495,1.98,0.5095,60,39,100,99,99,99,60,39,60,9.05,70,65,60,39,60,81.2,93,93,60,39,60
10,100,150,100,12,10,0,12,78,10,0,31,47,18,1.72,3,3.33,14,12,40,0.12,0.5,99,198,0.495,1.98,0.4686,48,27,100,51.55,75,74,48,27,48,16.6,88,87,48,27,48,26.8,64,64,48,27,48
10,100,150,100,10,8,0,10,82,8,0,25,57,14,1.79,8,5.1,29,10,51,0.1,0.5,99,198,0.495,1.98,0.4238,44,32,100,70.9,64,62,44,32,44,6.15,47,45,44,32,44,23.25,52,52,44,32,44
10,100,150,100,10,8,0,10,82,8,0,34,48,22,1.55,4,4.6,20,10,46,0.1,0.5,99,198,0.495,1.98,0.4238,60,36,100,74.6,96,93,60,36,60,11.6,78,75,60,36,60,53,83,83,60,36,60
10,100,150,100,12,10,0,12,78,10,0,28,50,22,1.27,2,2.42,9,12,29,0.12,0.5,99,198,0.495,1.98,0.4686,32,23,100,7.1,39,38,32,23,32,4.95,37,35,32,23,32,9.2,36,36,32,23,32
10,100,150,100,13,11,0,13,76,11,0,38,38,24,1.58,3,3.54,14,13,46,0.13,0.5,99,198,0.495,1.98,0.4895,52,28,100,53,83,80,52,28,52,11.8,77,74,52,28,52,34,69,69,52,28,52
10,100,150,100,13,11,0,13,76,11,0,35,41,22,1.59,7,3.08,14,13,40,0.13,0.5,99,198,0.495,1.98,0.4895,62,37,100,52.35,95,94,62,37,62,15.75,93,92,62,37,62,72.2,90,90,62,37,62
10,100,150,100,11,9,0,11,80,9,0,33,47,16,2.06,6,3.18,11,11,35,0.11,0.5,99,198,0.495,1.98,0.4468,64,39,100,50,89,86,64,39,64,9.85,73,70,64,39,64,23.25,73,73,64,39,64
10,100,150,100,19,16,0,19,65,15,1,27,38,24,1.13,2,1.68,5,19,32,0.19,0.5,99,198,0.495,1.98,0.6161,44,27,100,70.15,79,77,44,27,44,11.05,69,64,44,27,44,58.35,64,64,44,27,44
10,100,150,100,9,7,0,9,84,7,0,30,54,22,1.36,3,5.11,29,9,46,0.09,0.5,99,198,0.495,1.98,0.3995,60,39,100,18.35,71,71,60,39,60,9.25,66,65,60,39,60,12.75,67,67,60,39,60
10,100,150,100,16,13,0,16,71,12,1,22,49,18,1.22,2,1.69,6,16,27,0.16,0.5,99,198,0.495,1.98,0.5653,38,26,100,17.95,52,50,38,26,38,13.75,72,71,38,26,38,7.75,42,42,38,26,38
10,100,150,100,14,12,0,14,74,12,0,30,44,24,1.25,3,2.36,11,14,33,0.14,0.5,99,198,0.495,1.98,0.5095,66,41,100,30.2,90,89,66,41,66,10.95,80,75,66,41,66,36.6,86,86,66,41,66
10,100,150,100,13,11,0,13,76,11,0,33,43,21,1.57,4,2.31,6,13,30,0.13,0.5,99,198,0.495,1.98,0.4895,44,28,100,9.25,52,51,44,28,44,7.1,51,49,44,28,44,11.1,50,50,44,28,44
10,100,150,100,11,9,0,11,80,9,0,38,42,22,1.73,4,4,23,11,44,0.11,0.5,99,198,0.495,1.98,0.4468,38,19,100,63.25,61,58,38,19,38,11.6,67,65,38,19,38,20.9,46,46,38,19,38
10,100,150,100,15,13,0,15,72,13,0,29,43,18,1.61,4,2.67,9,15,40,0.15,0.5,99,198,0.495,1.98,0.5288,28,15,100,8.6,38,36,28,15,28,20.45,94,92,28,15,28,9.3,33,33,28,15,28
10,100,150,100,10,8,0,10,82,8,0,35,47,24,1.46,5,4.6,21,10,46,0.1,0.5,99,198,0.495,1.98,0.4238,72,40,100,52.2,100,100,72,40,72,11.4,85,81,72,40,72,56.5,94,94,72,40,72
10,100,150,100,11,9,0,11,80,9,0,27,53,20,1.35,3,2.82,13,11,31,0.11,0.5,99,198,0.495,1.98,0.4468,34,22,100,123.1,64,62,34,22,34,14.85,73,72,34,22,34,41.45,48,48,34,22,34
10,100,150,100,15,13,0,15,72,13,0,33,39,24,1.38,4,2.67,18,15,40,0.15,0.5,99,198,0.495,1.98,0.5288,20,12,100,3.7,24,23,20,12,20,2.75,22,21,20,12,20,2.75,21,21,20,12,20
10,100,150,100,11,9,0,11,80,9,0,32,48,23,1.39,3,3.91,20,11,43,0.11,0.5,99,198,0.495,1.98,0.4468,48,30,100,18.8,61,60,48,30,48,8.15,57,55,48,30,48,27.1,58,58,48,30,48
10,100,150,100,13,11,0,13,76,11,0,37,39,25,1.48,4,3,8,13,39,0.13,0.5,99,198,0.495,1.98,0.4895,52,28,100,22.5,69,68,52,28,52,17.35,97,94,52,28,52,14.5,64,64,52,28,52
10,100,150,100,9,7,0,9,84,7,0,40,44,20,2,6,4.78,13,9,43,0.09,0.5,99,198,0.495,1.98,0.3995,54,31,100,28.55,71,69,54,31,54,13.45,82,79,54,31,54,16.35,62,62,54,31,54
